year,make,model,body_styles
2014,Acura,ILX,"[""Sedan""]"
2014,Acura,MDX,"[""SUV""]"
2014,Acura,RDX,"[""SUV""]"
2014,Acura,RLX,"[""Sedan""]"
2014,Acura,RLX Sport Hybrid,"[""Sedan""]"
2014,Acura,TL,"[""Sedan""]"
2014,Acura,TSX,"[""Sedan"", ""Wagon""]"
2014,Aston Martin,DB9,"[""Coupe"", ""Convertible""]"
2014,Aston Martin,Rapide S,"[""Sedan""]"
2014,Aston Martin,Vanquish,"[""Coupe"", ""Convertible""]"
2014,Aston Martin,Vantage,"[""Coupe"", ""Convertible""]"
2014,Audi,A4,"[""Sedan""]"
2014,Audi,A5,"[""Coupe"", ""Convertible""]"
2014,Audi,A6,"[""Sedan""]"
2014,Audi,A7,"[""Sedan""]"
2014,Audi,A8,"[""Sedan""]"
2014,Audi,allroad,"[""Wagon""]"
2014,Audi,Q5,"[""SUV""]"
2014,Audi,Q7,"[""SUV""]"
2014,Audi,R8,"[""Coupe"", ""Convertible""]"
2014,Audi,RS 5,"[""Convertible"", ""Coupe""]"
2014,Audi,RS 7,"[""Sedan""]"
2014,Audi,S4,"[""Sedan""]"
2014,Audi,S5,"[""Convertible"", ""Coupe""]"
2014,Audi,S6,"[""Sedan""]"
2014,Audi,S7,"[""Sedan""]"
2014,Audi,S8,"[""Sedan""]"
2014,Audi,SQ5,"[""SUV""]"
2014,Audi,TT,"[""Coupe"", ""Convertible""]"
2014,Bentley,Continental,"[""Coupe"", ""Convertible""]"
2014,Bentley,Flying Spur,"[""Sedan""]"
2014,Bentley,Mulsanne,"[""Sedan""]"
2014,BMW,2 Series,"[""Coupe""]"
2014,BMW,3 Series,"[""Wagon"", ""Sedan""]"
2014,BMW,4 Series,"[""Coupe"", ""Convertible""]"
2014,BMW,5 Series,"[""Sedan""]"
2014,BMW,6 Series,"[""Coupe"", ""Convertible""]"
2014,BMW,7 Series,"[""Sedan""]"
2014,BMW,i3,"[""Hatchback""]"
2014,BMW,i8,"[""Coupe""]"
2014,BMW,M5,"[""Sedan""]"
