year,make,model,body_styles
2012,Acura,MDX,"[""SUV""]"
2012,Acura,RDX,"[""SUV""]"
2012,Acura,RL,"[""Sedan""]"
2012,Acura,TL,"[""Sedan""]"
2012,Acura,TSX,"[""Wagon"", ""Sedan""]"
2012,Acura,ZDX,"[""SUV""]"
2012,Aston Martin,DB9,"[""Coupe"", ""Convertible""]"
2012,Aston Martin,DBS,"[""Coupe"", ""Convertible""]"
2012,Aston Martin,Rapide,"[""Sedan""]"
2012,Aston Martin,Vantage,"[""Coupe"", ""Convertible""]"
2012,Aston Martin,Virage,"[""Coupe"", ""Convertible""]"
2012,Audi,A3,"[""Wagon""]"
2012,Audi,A4,"[""Sedan"", ""Wagon""]"
2012,Audi,A5,"[""Convertible"", ""Coupe""]"
2012,Audi,A6,"[""Sedan""]"
2012,Audi,A7,"[""Sedan""]"
2012,Audi,A8,"[""Sedan""]"
2012,Audi,Q5,"[""SUV""]"
2012,Audi,Q7,"[""SUV""]"
2012,Audi,R8,"[""Coupe"", ""Convertible""]"
2012,Audi,S4,"[""Sedan""]"
2012,Audi,S5,"[""Coupe"", ""Convertible""]"
2012,Audi,TT,"[""Coupe"", ""Convertible""]"
2012,Bentley,Continental,"[""Coupe"", ""Sedan"", ""Convertible""]"
2012,Bentley,Mulsanne,"[""Sedan""]"
2012,BMW,1 Series,"[""Convertible"", ""Coupe""]"
2012,BMW,3 Series,"[""Coupe"", ""Convertible"", ""Wagon"", ""Sedan""]"
2012,BMW,5 Series,"[""Sedan""]"
2012,BMW,6 Series,"[""Convertible"", ""Coupe""]"
2012,BMW,7 Series,"[""Sedan""]"
2012,BMW,M3,"[""Convertible"", ""Coupe""]"
2012,BMW,M6,"[""Convertible""]"
2012,BMW,X3,"[""SUV""]"
2012,BMW,X5,"[""SUV""]"
2012,BMW,X5 M,"[""SUV""]"
2012,BMW,X6,"[""SUV""]"
2012,BMW,X6 M,"[""SUV""]"
2012,BMW,Z4,"[""Convertible""]"
2012,Buick,Enclave,"[""SUV""]"
2012,Buick,LaCrosse,"[""Sedan""]"
2012,Buick,Regal,"[""Sedan""]"
2012,Buick,Verano,"[""Sedan""]"
2012,Cadillac,CTS,"[""Sedan"", ""Coupe"", ""Wagon""]"
2012,Cadillac,Escalade,"[""SUV""]"
2012,Cadillac,Escalade ESV,"[""SUV""]"
2012,Cadillac,Escalade EXT,"[""Pickup""]"
2012,Cadillac,SRX,"[""SUV""]"
2012,Chevrolet,Avalanche,"[""SUV""]"
2012,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]"
2012,Chevrolet,Captiva Sport,"[""SUV""]"
2012,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2012,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2012,Chevrolet,Colorado Regular Cab,"[""Pickup""]"
2012,Chevrolet,Corvette,"[""Convertible"", ""Coupe""]"
2012,Chevrolet,Cruze,"[""Sedan""]"
2012,Chevrolet,Equinox,"[""SUV""]"
2012,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2012,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2012,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2012,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2012,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2012,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2012,Chevrolet,Impala,"[""Sedan""]"
2012,Chevrolet,Malibu,"[""Sedan""]"
2012,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
2012,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]"
