year,make,model,body_styles
1999,Acura,CL,"[""Coupe""]"
1999,Acura,Integra,"[""Sedan"", ""Hatchback""]"
1999,Acura,NSX,"[""Convertible"", ""Coupe""]"
1999,Acura,RL,"[""Sedan""]"
1999,Acura,SLX,"[""SUV""]"
1999,Acura,TL,"[""Sedan""]"
1999,Audi,A4,"[""Sedan"", ""Wagon""]"
1999,Audi,A6,"[""Sedan"", ""Wagon""]"
1999,Audi,A8,"[""Sedan""]"
1999,BMW,3 Series,"[""Coupe"", ""Hatchback"", ""Convertible"", ""Sedan""]"
1999,BMW,5 Series,"[""Wagon"", ""Sedan""]"
1999,BMW,7 Series,"[""Sedan""]"
1999,BMW,M3,"[""Coupe"", ""Convertible""]"
1999,BMW,Z3,"[""Convertible"", ""Coupe""]"
1999,Buick,Century,"[""Sedan""]"
1999,Buick,LeSabre,"[""Sedan""]"
1999,Buick,Park Avenue,"[""Sedan""]"
1999,Buick,Regal,"[""Sedan""]"
1999,Buick,Riviera,"[""Coupe""]"
1999,Cadillac,Catera,"[""Sedan""]"
1999,Cadillac,DeVille,"[""Sedan""]"
1999,Cadillac,Eldorado,"[""Coupe""]"
1999,Cadillac,Escalade,"[""SUV""]"
1999,Cadillac,Seville,"[""Sedan""]"
1999,Chevrolet,1500 Extended Cab,"[""Pickup""]"
1999,Chevrolet,2500 Crew Cab,"[""Pickup""]"
1999,Chevrolet,2500 HD Extended Cab,"[""Pickup""]"
1999,Chevrolet,2500 HD Regular Cab,"[""Pickup""]"
1999,Chevrolet,3500 Crew Cab,"[""Pickup""]"
1999,Chevrolet,3500 Extended Cab,"[""Pickup""]"
1999,Chevrolet,3500 Regular Cab,"[""Pickup""]"
1999,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
1999,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
1999,Chevrolet,Blazer,"[""SUV""]"
1999,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]"
1999,Chevrolet,Cavalier,"[""Coupe"", ""Sedan"", ""Convertible""]"
1999,Chevrolet,Corvette,"[""Coupe"", ""Convertible""]"
1999,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
1999,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
1999,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
1999,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
1999,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
1999,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
1999,Chevrolet,Lumina,"[""Sedan""]"
1999,Chevrolet,Malibu,"[""Sedan""]"
1999,Chevrolet,Metro,"[""Coupe"", ""Sedan""]"
1999,Chevrolet,Monte Carlo,"[""Coupe""]"
1999,Chevrolet,Prizm,"[""Sedan""]"
1999,Chevrolet,S10 Extended Cab,"[""Pickup""]"
1999,Chevrolet,S10 Regular Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 2500 Extended Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
1999,Chevrolet,Silverado 2500 Regular Cab,"[""Pickup""]"
1999,Chevrolet,Suburban 1500,"[""SUV""]"
1999,Chevrolet,Suburban 2500,"[""SUV""]"
1999,Chevrolet,Tahoe,"[""SUV""]"
1999,Chevrolet,Tracker,"[""SUV""]"
1999,Chevrolet,Venture Cargo,"[""Van/Minivan""]"
1999,Chevrolet,Venture Passenger,"[""Van/Minivan""]"
1999,Chrysler,300,"[""Sedan""]"
1999,Chrysler,Cirrus,"[""Sedan""]"
1999,Chrysler,Concorde,"[""Sedan""]"
1999,Chrysler,LHS,"[""Sedan""]"
1999,Chrysler,Sebring,"[""Coupe"", ""Convertible""]"
1999,Chrysler,Town & Country,"[""Van/Minivan""]"
1999,Daewoo,Lanos,"[""Hatchback"", ""Sedan""]"
1999,Daewoo,Leganza,"[""Sedan""]"
1999,Daewoo,Nubira,"[""Wagon"", ""Sedan"", ""Hatchback""]"
1999,Dodge,Avenger,"[""Coupe""]"
1999,Dodge,Caravan Passenger,"[""Van/Minivan""]"
1999,Dodge,Dakota Club Cab,"[""Pickup""]"
1999,Dodge,Dakota Regular Cab,"[""Pickup""]"
1999,Dodge,Durango,"[""SUV""]"
1999,Dodge,Grand Caravan Passenger,"[""Van/Minivan""]"
1999,Dodge,Intrepid,"[""Sedan""]"
1999,Dodge,Neon,"[""Coupe"", ""Sedan""]"
1999,Dodge,Ram 1500 Club Cab,"[""Pickup""]"
1999,Dodge,Ram 1500 Quad Cab,"[""Pickup""]"
1999,Dodge,Ram 1500 Regular Cab,"[""Pickup""]"
1999,Dodge,Ram 2500 Club Cab,"[""Pickup""]"
1999,Dodge,Ram 2500 Quad Cab,"[""Pickup""]"
1999,Dodge,Ram 2500 Regular Cab,"[""Pickup""]"
1999,Dodge,Ram 3500 Quad Cab,"[""Pickup""]"
1999,Dodge,Ram 3500 Regular Cab,"[""Pickup""]"
1999,Dodge,Ram Van 1500,"[""Van/Minivan""]"
1999,Dodge,Ram Van 2500,"[""Van/Minivan""]"
1999,Dodge,Ram Van 3500,"[""Van/Minivan""]"
1999,Dodge,Ram Wagon 1500,"[""Van/Minivan""]"
1999,Dodge,Ram Wagon 2500,"[""Van/Minivan""]"
1999,Dodge,Ram Wagon 3500,"[""Van/Minivan""]"
1999,Dodge,Stratus,"[""Sedan""]"
1999,Dodge,Viper,"[""Coupe"", ""Convertible""]"
1999,Ford,Contour,"[""Sedan""]"
1999,Ford,Crown Victoria,"[""Sedan""]"
1999,Ford,Econoline E150 Cargo,"[""Van/Minivan""]"
1999,Ford,Econoline E150 Passenger,"[""Van/Minivan""]"
1999,Ford,Econoline E250 Cargo,"[""Van/Minivan""]"
1999,Ford,Econoline E350 Cargo,"[""Van/Minivan""]"
1999,Ford,Econoline E350 Super Duty Cargo,"[""Van/Minivan""]"
1999,Ford,Econoline E350 Super Duty Passenger,"[""Van/Minivan""]"
1999,Ford,Escort,"[""Sedan"", ""Wagon"", ""Coupe""]"
1999,Ford,Expedition,"[""SUV""]"
1999,Ford,Explorer,"[""SUV""]"
1999,Ford,F150 Regular Cab,"[""Pickup""]"
1999,Ford,F150 Super Cab,"[""Pickup""]"
1999,Ford,F250 Regular Cab,"[""Pickup""]"
1999,Ford,F250 Super Cab,"[""Pickup""]"
1999,Ford,F250 Super Duty Crew Cab,"[""Pickup""]"
1999,Ford,F250 Super Duty Regular Cab,"[""Pickup""]"
