year,make,model,body_styles
2001,Acura,CL,"[""Coupe""]"
2001,Acura,Integra,"[""Hatchback"", ""Sedan""]"
2001,Acura,MDX,"[""SUV""]"
2001,Acura,NSX,"[""Coupe"", ""Convertible""]"
2001,Acura,RL,"[""Sedan""]"
2001,Acura,TL,"[""Sedan""]"
2001,Audi,A4,"[""Sedan"", ""Wagon""]"
2001,Audi,A6,"[""Wagon"", ""Sedan""]"
2001,Audi,A8,"[""Sedan""]"
2001,Audi,allroad,"[""Wagon""]"
2001,Audi,S4,"[""Wagon"", ""Sedan""]"
2001,Audi,S8,"[""Sedan""]"
2001,Audi,TT,"[""Coupe"", ""Convertible""]"
2001,BMW,3 Series,"[""Coupe"", ""Sedan"", ""Wagon"", ""Convertible""]"
2001,BMW,5 Series,"[""Wagon"", ""Sedan""]"
2001,BMW,7 Series,"[""Sedan""]"
2001,BMW,M,"[""Hatchback"", ""Convertible""]"
2001,BMW,M3,"[""Coupe"", ""Convertible""]"
2001,BMW,M5,"[""Sedan""]"
2001,BMW,X5,"[""SUV""]"
2001,BMW,Z3,"[""Convertible"", ""Hatchback""]"
2001,BMW,Z8,"[""Convertible""]"
2001,Buick,Century,"[""Sedan""]"
2001,Buick,LeSabre,"[""Sedan""]"
2001,Buick,Park Avenue,"[""Sedan""]"
2001,Buick,Regal,"[""Sedan""]"
2001,Cadillac,Catera,"[""Sedan""]"
2001,Cadillac,DeVille,"[""Sedan""]"
2001,Cadillac,Eldorado,"[""Coupe""]"
2001,Cadillac,Seville,"[""Sedan""]"
2001,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
2001,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
2001,Chevrolet,Blazer,"[""SUV""]"
2001,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]"
2001,Chevrolet,Cavalier,"[""Sedan"", ""Coupe""]"
2001,Chevrolet,Corvette,"[""Convertible"", ""Coupe"", ""Hatchback""]"
2001,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2001,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2001,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2001,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2001,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2001,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2001,Chevrolet,Impala,"[""Sedan""]"
2001,Chevrolet,Lumina,"[""Sedan""]"
2001,Chevrolet,Malibu,"[""Sedan""]"
