year,make,model,body_styles
2022,Acura,ILX,"[""Sedan""]"
2022,Acura,MDX,"[""SUV""]"
2022,Acura,NSX,"[""Coupe""]"
2022,Acura,RDX,"[""SUV""]"
2022,Acura,TLX,"[""Sedan""]"
2022,Alfa Romeo,Giulia,"[""Sedan""]"
2022,Alfa Romeo,Stelvio,"[""SUV""]"
2022,Audi,A3,"[""Sedan""]"
2022,Audi,A4,"[""Sedan""]"
2022,Audi,A4 allroad,"[""Wagon""]"
2022,Audi,A5,"[""Coupe"", ""Convertible"", ""Sedan""]"
2022,Audi,A6,"[""Sedan""]"
2022,Audi,A6 allroad,"[""Wagon""]"
2022,Audi,A7,"[""Sedan""]"
2022,Audi,e-tron,"[""SUV""]"
2022,Audi,e-tron GT,"[""Sedan""]"
2022,Audi,e-tron S,"[""SUV""]"
2022,Audi,e-tron S Sportback,"[""SUV""]"
2022,Audi,e-tron Sportback,"[""SUV""]"
2022,Audi,Q3,"[""SUV""]"
2022,Audi,Q4 e-tron,"[""SUV""]"
2022,Audi,Q5,"[""SUV""]"
2022,Audi,Q5 Sportback,"[""SUV""]"
2022,Audi,Q7,"[""SUV""]"
2022,Audi,Q8,"[""SUV""]"
2022,Audi,R8,"[""Coupe"", ""Convertible""]"
2022,Audi,RS 5,"[""Sedan"", ""Coupe""]"
2022,Audi,RS 6,"[""Wagon""]"
2022,Audi,RS 7,"[""Sedan""]"
2022,Audi,RS e-tron GT,"[""Sedan""]"
2022,Audi,RS Q8,"[""SUV""]"
2022,Audi,S3,"[""Sedan""]"
2022,Audi,S4,"[""Sedan""]"
2022,Audi,S5,"[""Convertible"", ""Sedan"", ""Coupe""]"
2022,Audi,S7,"[""Sedan""]"
2022,Audi,SQ5,"[""SUV""]"
2022,Audi,SQ5 Sportback,"[""SUV""]"
2022,Audi,SQ7,"[""SUV""]"
2022,Audi,SQ8,"[""SUV""]"
2022,Audi,TT,"[""Coupe""]"
2022,BMW,2 Series,"[""Sedan"", ""Coupe""]"
2022,BMW,3 Series,"[""Sedan""]"
2022,BMW,4 Series,"[""Coupe"", ""Convertible""]"
2022,BMW,5 Series,"[""Sedan""]"
2022,BMW,7 Series,"[""Sedan""]"
2022,BMW,8 Series,"[""Sedan"", ""Convertible"", ""Coupe""]"
2022,BMW,i4,"[""Coupe""]"
2022,BMW,iX,"[""SUV""]"
2022,BMW,M3,"[""Sedan""]"
2022,BMW,M4,"[""Coupe""]"
2022,BMW,M5,"[""Sedan""]"
2022,BMW,M8,"[""Convertible"", ""Hatchback"", ""Coupe""]"
2022,BMW,X1,"[""SUV""]"
2022,BMW,X2,"[""SUV""]"
2022,BMW,X3,"[""SUV""]"
2022,BMW,X3 M,"[""SUV""]"
2022,BMW,X4,"[""SUV""]"
2022,BMW,X4 M,"[""SUV""]"
2022,BMW,X5,"[""SUV""]"
2022,BMW,X5 M,"[""SUV""]"
2022,BMW,X6,"[""SUV""]"
2022,BMW,X6 M,"[""SUV""]"
2022,BMW,X7,"[""SUV""]"
2022,BMW,Z4,"[""Convertible""]"
2022,Buick,Enclave,"[""SUV""]"
2022,Buick,Encore,"[""SUV""]"
2022,Buick,Encore GX,"[""SUV""]"
2022,Buick,Envision,"[""SUV""]"
2022,Cadillac,CT4,"[""Sedan""]"
2022,Cadillac,CT5,"[""Sedan""]"
2022,Cadillac,Escalade,"[""SUV""]"
2022,Cadillac,Escalade ESV,"[""SUV""]"
2022,Cadillac,XT4,"[""SUV""]"
2022,Cadillac,XT5,"[""SUV""]"
2022,Cadillac,XT6,"[""SUV""]"
2022,Chevrolet,Blazer,"[""SUV""]"
2022,Chevrolet,Bolt EUV,"[""Hatchback""]"
2022,Chevrolet,Bolt EV,"[""Hatchback""]"
2022,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]"
2022,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2022,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2022,Chevrolet,Corvette,"[""Coupe"", ""Convertible""]"
2022,Chevrolet,Equinox,"[""SUV""]"
2022,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2022,Chevrolet,Malibu,"[""Sedan""]"
2022,Chevrolet,Silverado 1500 Double Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 1500 Limited Crew Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 1500 Limited Regular Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 2500 HD Double Cab,"[""Pickup""]"
2022,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]"
2022,Chevrolet,Spark,"[""Hatchback""]"
2022,Chevrolet,Suburban,"[""SUV""]"
2022,Chevrolet,Tahoe,"[""SUV""]"
2022,Chevrolet,Trailblazer,"[""SUV""]"
2022,Chevrolet,Traverse,"[""SUV""]"
2022,Chevrolet,Trax,"[""SUV""]"
2022,Chrysler,300,"[""Sedan""]"
2022,Chrysler,Pacifica,"[""Van/Minivan""]"
2022,Chrysler,Pacifica Hybrid,"[""Van/Minivan""]"
2022,Dodge,Challenger,"[""Coupe""]"
2022,Dodge,Charger,"[""Sedan""]"
2022,Dodge,Durango,"[""SUV""]"
2022,FIAT,500X,"[""SUV""]"
2022,Ford,Bronco,"[""SUV""]"
2022,Ford,Bronco Sport,"[""SUV""]"
2022,Ford,EcoSport,"[""SUV""]"
2022,Ford,Edge,"[""SUV""]"
2022,Ford,Escape,"[""SUV""]"
2022,Ford,Expedition,"[""SUV""]"
2022,Ford,Expedition MAX,"[""SUV""]"
2022,Ford,Explorer,"[""SUV""]"
2022,Ford,F150 Lightning,"[""Pickup""]"
2022,Ford,F150 SuperCrew Cab,"[""Pickup""]"
2022,Ford,F250 Super Duty Crew Cab,"[""Pickup""]"
2022,Ford,F250 Super Duty Regular Cab,"[""Pickup""]"
2022,Ford,F250 Super Duty Super Cab,"[""Pickup""]"
2022,Ford,F350 Super Duty Crew Cab,"[""Pickup""]"
2022,Ford,F450 Super Duty Crew Cab,"[""Pickup""]"
2022,Ford,Maverick,"[""Pickup""]"
2022,Ford,Mustang,"[""Coupe"", ""Convertible""]"
2022,Ford,Mustang MACH-E,"[""SUV""]"
2022,Ford,Ranger SuperCab,"[""Pickup""]"
2022,Ford,Ranger SuperCrew,"[""Pickup""]"
2022,Ford,Transit 250 Cargo Van,"[""Van/Minivan""]"
2022,Ford,Transit 350 HD Cargo Van,"[""Van/Minivan""]"
2022,Ford,Transit Connect Cargo Van,"[""Van/Minivan""]"
2022,Ford,Transit Connect Passenger Wagon,"[""Van/Minivan""]"
2022,Genesis,Electrified G80,"[""Sedan""]"
