year,make,model,body_styles
2021,Acura,ILX,"[""Sedan""]"
2021,Acura,NSX,"[""Coupe""]"
2021,Acura,RDX,"[""SUV""]"
2021,Acura,TLX,"[""Sedan""]"
2021,Alfa Romeo,Giulia,"[""Sedan""]"
2021,Alfa Romeo,Stelvio,"[""SUV""]"
2021,Aston Martin,DB11,"[""Coupe"", ""Convertible""]"
2021,Aston Martin,DBS Superleggera,"[""Coupe"", ""Convertible""]"
2021,Aston Martin,DBX,"[""SUV""]"
2021,Aston Martin,Vantage,"[""Coupe""]"
2021,Audi,A4,"[""Sedan""]"
2021,Audi,A4 allroad,"[""Wagon""]"
2021,Audi,A5,"[""Coupe"", ""Sedan"", ""Convertible""]"
2021,Audi,A6,"[""Sedan""]"
2021,Audi,A6 allroad,"[""Wagon""]"
2021,Audi,A7,"[""Sedan""]"
2021,Audi,A8,"[""Sedan""]"
2021,Audi,e-tron,"[""SUV""]"
2021,Audi,e-tron Sportback,"[""SUV""]"
2021,Audi,Q3,"[""SUV""]"
2021,Audi,Q5,"[""SUV""]"
2021,Audi,Q5 Sportback,"[""SUV""]"
2021,Audi,Q7,"[""SUV""]"
2021,Audi,Q8,"[""SUV""]"
2021,Audi,R8,"[""Coupe"", ""Convertible""]"
2021,Audi,RS 5,"[""Sedan"", ""Coupe""]"
2021,Audi,RS 6,"[""Wagon""]"
2021,Audi,RS 7,"[""Sedan""]"
2021,Audi,RS Q8,"[""SUV""]"
2021,Audi,S4,"[""Sedan""]"
2021,Audi,S5,"[""Convertible"", ""Coupe"", ""Sedan""]"
2021,Audi,S6,"[""Sedan""]"
2021,Audi,S7,"[""Sedan""]"
2021,Audi,S8,"[""Sedan""]"
2021,Audi,SQ5,"[""SUV""]"
2021,Audi,SQ5 Sportback,"[""SUV""]"
2021,Audi,SQ7,"[""SUV""]"
2021,Audi,SQ8,"[""SUV""]"
2021,Audi,TT,"[""Coupe""]"
2021,Bentley,Bentayga,"[""SUV""]"
2021,Bentley,Continental GT,"[""Convertible""]"
2021,Bentley,Flying Spur,"[""Sedan""]"
2021,BMW,2 Series,"[""Sedan"", ""Coupe"", ""Convertible""]"
2021,BMW,3 Series,"[""Sedan""]"
2021,BMW,4 Series,"[""Coupe"", ""Convertible""]"
2021,BMW,5 Series,"[""Sedan""]"
2021,BMW,7 Series,"[""Sedan""]"
2021,BMW,8 Series,"[""Sedan"", ""Convertible"", ""Coupe""]"
2021,BMW,i3,"[""Hatchback""]"
2021,BMW,M2,"[""Coupe""]"
2021,BMW,M3,"[""Sedan""]"
2021,BMW,M4,"[""Coupe""]"
2021,BMW,M5,"[""Sedan""]"
2021,BMW,M8,"[""Hatchback""]"
2021,BMW,X1,"[""SUV""]"
2021,BMW,X2,"[""SUV""]"
2021,BMW,X3,"[""SUV""]"
2021,BMW,X3 M,"[""SUV""]"
2021,BMW,X4,"[""SUV""]"
2021,BMW,X4 M,"[""SUV""]"
2021,BMW,X5,"[""SUV""]"
2021,BMW,X5 M,"[""SUV""]"
2021,BMW,X6,"[""SUV""]"
2021,BMW,X6 M,"[""SUV""]"
2021,BMW,X7,"[""SUV""]"
2021,BMW,Z4,"[""Convertible""]"
2021,Buick,Enclave,"[""SUV""]"
2021,Buick,Encore,"[""SUV""]"
2021,Buick,Encore GX,"[""SUV""]"
2021,Buick,Envision,"[""SUV""]"
2021,Cadillac,CT4,"[""Sedan""]"
2021,Cadillac,CT5,"[""Sedan""]"
2021,Cadillac,Escalade,"[""SUV""]"
2021,Cadillac,Escalade ESV,"[""SUV""]"
2021,Cadillac,XT4,"[""SUV""]"
2021,Cadillac,XT5,"[""SUV""]"
2021,Cadillac,XT6,"[""SUV""]"
2021,Chevrolet,Blazer,"[""SUV""]"
2021,Chevrolet,Bolt EV,"[""Hatchback""]"
2021,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]"
2021,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2021,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2021,Chevrolet,Corvette,"[""Convertible"", ""Coupe""]"
2021,Chevrolet,Equinox,"[""SUV""]"
2021,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2021,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2021,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2021,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2021,Chevrolet,Malibu,"[""Sedan""]"
2021,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 1500 Double Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 2500 HD Double Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 3500 HD Double Cab,"[""Pickup""]"
2021,Chevrolet,Silverado 3500 HD Regular Cab,"[""Pickup""]"
2021,Chevrolet,Spark,"[""Hatchback""]"
2021,Chevrolet,Suburban,"[""SUV""]"
2021,Chevrolet,Tahoe,"[""SUV""]"
2021,Chevrolet,Trailblazer,"[""SUV""]"
2021,Chevrolet,Traverse,"[""SUV""]"
2021,Chevrolet,Trax,"[""SUV""]"
2021,Chrysler,300,"[""Sedan""]"
2021,Chrysler,Pacifica,"[""Van/Minivan""]"
2021,Chrysler,Pacifica Hybrid,"[""Van/Minivan""]"
2021,Chrysler,Voyager,"[""Van/Minivan""]"
2021,Dodge,Challenger,"[""Coupe""]"
