year,make,model,body_styles
2003,Acura,CL,"[""Coupe""]"
2003,Acura,MDX,"[""SUV""]"
2003,Acura,NSX,"[""Coupe""]"
2003,Acura,RL,"[""Sedan""]"
2003,Acura,RSX,"[""Coupe""]"
2003,Acura,TL,"[""Sedan""]"
2003,Audi,A4,"[""Wagon"", ""Sedan"", ""Convertible""]"
2003,Audi,A6,"[""Sedan"", ""Wagon""]"
2003,Audi,A8,"[""Sedan""]"
2003,Audi,allroad,"[""Wagon""]"
2003,Audi,RS 6,"[""Sedan""]"
2003,Audi,S6,"[""Wagon""]"
2003,Audi,S8,"[""Sedan""]"
2003,Audi,TT,"[""Coupe"", ""Convertible""]"
2003,BMW,3 Series,"[""Sedan"", ""Convertible"", ""Coupe"", ""Wagon""]"
2003,BMW,5 Series,"[""Sedan"", ""Wagon""]"
2003,BMW,7 Series,"[""Sedan""]"
2003,BMW,M3,"[""Coupe"", ""Convertible""]"
2003,BMW,M5,"[""Sedan""]"
2003,BMW,X5,"[""SUV""]"
2003,BMW,Z4,"[""Convertible""]"
2003,BMW,Z8,"[""Convertible""]"
2003,Buick,Century,"[""Sedan""]"
2003,Buick,LeSabre,"[""Sedan""]"
2003,Buick,Park Avenue,"[""Sedan""]"
2003,Buick,Regal,"[""Sedan""]"
2003,Buick,Rendezvous,"[""SUV""]"
2003,Cadillac,CTS,"[""Sedan""]"
2003,Cadillac,DeVille,"[""Sedan""]"
2003,Cadillac,Escalade,"[""SUV""]"
2003,Cadillac,Escalade ESV,"[""SUV""]"
2003,Cadillac,Escalade EXT,"[""Pickup""]"
2003,Cadillac,Seville,"[""Sedan""]"
2003,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
2003,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
2003,Chevrolet,Avalanche 1500,"[""Pickup""]"
2003,Chevrolet,Avalanche 2500,"[""Pickup""]"
2003,Chevrolet,Blazer,"[""SUV""]"
2003,Chevrolet,Cavalier,"[""Sedan"", ""Coupe""]"
2003,Chevrolet,Corvette,"[""Coupe"", ""Convertible""]"
2003,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2003,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2003,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2003,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2003,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2003,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2003,Chevrolet,Impala,"[""Sedan""]"
2003,Chevrolet,Malibu,"[""Sedan""]"
2003,Chevrolet,Monte Carlo,"[""Coupe""]"
2003,Chevrolet,S10 Crew Cab,"[""Pickup""]"
2003,Chevrolet,S10 Extended Cab,"[""Pickup""]"
2003,Chevrolet,S10 Regular Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 1500 HD Crew Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 2500 Extended Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 2500 Regular Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 3500 Crew Cab,"[""Pickup""]"
2003,Chevrolet,Silverado 3500 Extended Cab,"[""Pickup""]"
