year,make,model,body_styles
1997,Acura,CL,"[""Coupe""]"
1997,Acura,Integra,"[""Coupe"", ""Sedan""]"
1997,Acura,NSX,"[""Coupe"", ""Convertible""]"
1997,Acura,RL,"[""Sedan""]"
1997,Acura,SLX,"[""SUV""]"
1997,Acura,TL,"[""Sedan""]"
1997,Audi,A4,"[""Sedan""]"
1997,Audi,A6,"[""Wagon"", ""Sedan""]"
1997,Audi,A8,"[""Sedan""]"
1997,Audi,Cabriolet,"[""Convertible""]"
1997,BMW,3 Series,"[""Coupe"", ""Hatchback"", ""Convertible"", ""Sedan""]"
1997,BMW,5 Series,"[""Sedan""]"
1997,BMW,7 Series,"[""Sedan""]"
1997,BMW,8 Series,"[""Coupe""]"
1997,BMW,M3,"[""Sedan"", ""Coupe""]"
1997,BMW,Z3,"[""Convertible""]"
1997,Buick,Century,"[""Sedan""]"
1997,Buick,LeSabre,"[""Sedan""]"
1997,Buick,Park Avenue,"[""Sedan""]"
1997,Buick,Regal,"[""Sedan""]"
1997,Buick,Riviera,"[""Coupe""]"
1997,Buick,Skylark,"[""Sedan"", ""Coupe""]"
1997,Cadillac,Catera,"[""Sedan""]"
1997,Cadillac,DeVille,"[""Sedan""]"
1997,Cadillac,Eldorado,"[""Coupe""]"
1997,Cadillac,Seville,"[""Sedan""]"
1997,Chevrolet,1500 Extended Cab,"[""Pickup""]"
1997,Chevrolet,1500 Regular Cab,"[""Pickup""]"
1997,Chevrolet,2500 Extended Cab,"[""Pickup""]"
1997,Chevrolet,2500 HD Extended Cab,"[""Pickup""]"
1997,Chevrolet,2500 Regular Cab,"[""Pickup""]"
1997,Chevrolet,3500 Crew Cab,"[""Pickup""]"
1997,Chevrolet,3500 Extended Cab,"[""Pickup""]"
1997,Chevrolet,3500 Regular Cab,"[""Pickup""]"
1997,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
1997,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
1997,Chevrolet,Blazer,"[""SUV""]"
1997,Chevrolet,Camaro,"[""Convertible"", ""Coupe""]"
1997,Chevrolet,Cavalier,"[""Coupe"", ""Convertible"", ""Sedan""]"
1997,Chevrolet,Corvette,"[""Hatchback""]"
1997,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
1997,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
1997,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
1997,Chevrolet,G-Series 1500,"[""Van/Minivan""]"
1997,Chevrolet,G-Series 2500,"[""Van/Minivan""]"
1997,Chevrolet,G-Series 3500,"[""Van/Minivan""]"
1997,Chevrolet,Lumina,"[""Sedan""]"
1997,Chevrolet,Malibu,"[""Sedan""]"
1997,Chevrolet,Monte Carlo,"[""Coupe""]"
1997,Chevrolet,S10 Extended Cab,"[""Pickup""]"
1997,Chevrolet,S10 Regular Cab,"[""Pickup""]"
1997,Chevrolet,Suburban 1500,"[""SUV""]"
1997,Chevrolet,Suburban 2500,"[""SUV""]"
1997,Chevrolet,Tahoe,"[""SUV""]"
1997,Chevrolet,Venture Passenger,"[""Van/Minivan""]"
1997,Chrysler,Cirrus,"[""Sedan""]"
1997,Chrysler,Concorde,"[""Sedan""]"
1997,Chrysler,LHS,"[""Sedan""]"
1997,Chrysler,Sebring,"[""Coupe"", ""Convertible""]"
1997,Chrysler,Town & Country,"[""Van/Minivan""]"
1997,Dodge,Avenger,"[""Coupe""]"
1997,Dodge,Caravan Passenger,"[""Van/Minivan""]"
1997,Dodge,Dakota Club Cab,"[""Pickup""]"
1997,Dodge,Dakota Regular Cab,"[""Pickup""]"
1997,Dodge,Grand Caravan Passenger,"[""Van/Minivan""]"
1997,Dodge,Intrepid,"[""Sedan""]"
1997,Dodge,Neon,"[""Sedan"", ""Coupe""]"
1997,Dodge,Ram 1500 Club Cab,"[""Pickup""]"
1997,Dodge,Ram 1500 Regular Cab,"[""Pickup""]"
1997,Dodge,Ram 2500 Club Cab,"[""Pickup""]"
1997,Dodge,Ram 2500 Regular Cab,"[""Pickup""]"
1997,Dodge,Ram 3500 Club Cab,"[""Pickup""]"
1997,Dodge,Ram 3500 Regular Cab,"[""Pickup""]"
1997,Dodge,Ram Van 1500,"[""Van/Minivan""]"
1997,Dodge,Ram Van 2500,"[""Van/Minivan""]"
1997,Dodge,Ram Van 3500,"[""Van/Minivan""]"
1997,Dodge,Ram Wagon 1500,"[""Van/Minivan""]"
1997,Dodge,Ram Wagon 2500,"[""Van/Minivan""]"
1997,Dodge,Ram Wagon 3500,"[""Van/Minivan""]"
1997,Dodge,Stratus,"[""Sedan""]"
1997,Dodge,Viper,"[""Coupe""]"
1997,Eagle,Talon,"[""Hatchback""]"
1997,Eagle,Vision,"[""Sedan""]"
1997,Ford,Aerostar Cargo,"[""Van/Minivan""]"
1997,Ford,Aerostar Passenger,"[""Van/Minivan""]"
1997,Ford,Aspire,"[""Hatchback""]"
1997,Ford,Club Wagon,"[""Van/Minivan""]"
1997,Ford,Contour,"[""Sedan""]"
1997,Ford,Crown Victoria,"[""Sedan""]"
1997,Ford,Econoline E150 Cargo,"[""Van/Minivan""]"
1997,Ford,Econoline E250 Cargo,"[""Van/Minivan""]"
1997,Ford,Econoline E350 Cargo,"[""Van/Minivan""]"
1997,Ford,Escort,"[""Sedan"", ""Wagon""]"
1997,Ford,Expedition,"[""SUV""]"
1997,Ford,Explorer,"[""SUV""]"
1997,Ford,F150 Regular Cab,"[""Pickup""]"
1997,Ford,F150 Super Cab,"[""Pickup""]"
1997,Ford,F250 Crew Cab,"[""Pickup""]"
1997,Ford,F250 Regular Cab,"[""Pickup""]"
1997,Ford,F250 Super Cab,"[""Pickup""]"
1997,Ford,F350 Crew Cab,"[""Pickup""]"
1997,Ford,F350 Regular Cab,"[""Pickup""]"
1997,Ford,F350 Super Cab,"[""Pickup""]"
1997,Ford,Mustang,"[""Convertible"", ""Coupe""]"
1997,Ford,Probe,"[""Hatchback""]"
1997,Ford,Ranger Regular Cab,"[""Pickup""]"
1997,Ford,Ranger Super Cab,"[""Pickup""]"
1997,Ford,Taurus,"[""Wagon"", ""Sedan""]"
1997,Ford,Thunderbird,"[""Coupe""]"
1997,Ford,Windstar Cargo,"[""Van/Minivan""]"
1997,Ford,Windstar Passenger,"[""Van/Minivan""]"
1997,Geo,Metro,"[""Coupe"", ""Sedan""]"
1997,Geo,Prizm,"[""Sedan""]"
1997,Geo,Tracker,"[""SUV""]"
1997,GMC,1500 Club Coupe,"[""Pickup""]"
1997,GMC,1500 Regular Cab,"[""Pickup""]"
1997,GMC,2500 Club Coupe,"[""Pickup""]"
1997,GMC,2500 HD Club Coupe,"[""Pickup""]"
1997,GMC,2500 Regular Cab,"[""Pickup""]"
1997,GMC,3500 Club Coupe,"[""Pickup""]"
1997,GMC,3500 Crew Cab,"[""Pickup""]"
1997,GMC,3500 Regular Cab,"[""Pickup""]"
1997,GMC,Jimmy,"[""SUV""]"
1997,GMC,Safari Cargo,"[""Van/Minivan""]"
1997,GMC,Safari Passenger,"[""Van/Minivan""]"
1997,GMC,Savana 1500 Cargo,"[""Van/Minivan""]"
1997,GMC,Savana 1500 Passenger,"[""Van/Minivan""]"
1997,GMC,Savana 2500 Cargo,"[""Van/Minivan""]"
1997,GMC,Savana 2500 Passenger,"[""Van/Minivan""]"
1997,GMC,Savana 3500 Cargo,"[""Van/Minivan""]"
