year,make,model,body_styles
1996,Acura,Integra,"[""Sedan"", ""Hatchback""]"
1996,Acura,NSX,"[""Coupe"", ""Convertible""]"
1996,Acura,RL,"[""Sedan""]"
1996,Acura,SLX,"[""SUV""]"
1996,Acura,TL,"[""Sedan""]"
1996,Audi,A4,"[""Sedan""]"
1996,Audi,A6,"[""Sedan"", ""Wagon""]"
1996,Audi,Cabriolet,"[""Convertible""]"
1996,BMW,3 Series,"[""Hatchback"", ""Coupe"", ""Sedan"", ""Convertible""]"
1996,BMW,7 Series,"[""Sedan""]"
1996,BMW,8 Series,"[""Coupe""]"
1996,BMW,M3,"[""Coupe""]"
1996,BMW,Z3,"[""Convertible""]"
1996,Buick,Century,"[""Wagon"", ""Sedan""]"
1996,Buick,LeSabre,"[""Sedan""]"
1996,Buick,Park Avenue,"[""Sedan""]"
1996,Buick,Regal,"[""Coupe"", ""Sedan""]"
1996,Buick,Riviera,"[""Coupe""]"
1996,Buick,Roadmaster,"[""Sedan"", ""Wagon""]"
1996,Buick,Skylark,"[""Coupe"", ""Sedan""]"
1996,Cadillac,DeVille,"[""Sedan""]"
1996,Cadillac,Eldorado,"[""Coupe""]"
1996,Cadillac,Fleetwood,"[""Sedan""]"
1996,Cadillac,Seville,"[""Sedan""]"
1996,Chevrolet,1500 Extended Cab,"[""Pickup""]"
1996,Chevrolet,1500 Regular Cab,"[""Pickup""]"
1996,Chevrolet,2500 Extended Cab,"[""Pickup""]"
1996,Chevrolet,2500 HD Extended Cab,"[""Pickup""]"
1996,Chevrolet,2500 Regular Cab,"[""Pickup""]"
1996,Chevrolet,3500 Crew Cab,"[""Pickup""]"
1996,Chevrolet,3500 Extended Cab,"[""Pickup""]"
1996,Chevrolet,3500 Regular Cab,"[""Pickup""]"
1996,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
1996,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
1996,Chevrolet,Beretta,"[""Coupe""]"
1996,Chevrolet,Blazer,"[""SUV""]"
1996,Chevrolet,Camaro,"[""Hatchback"", ""Convertible""]"
1996,Chevrolet,Caprice Classic,"[""Sedan"", ""Wagon""]"
1996,Chevrolet,Cavalier,"[""Sedan"", ""Coupe"", ""Convertible""]"
1996,Chevrolet,Corsica,"[""Sedan""]"
1996,Chevrolet,Corvette,"[""Hatchback"", ""Convertible""]"
1996,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
1996,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
1996,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
1996,Chevrolet,G-Series 1500,"[""Van/Minivan""]"
1996,Chevrolet,G-Series 2500,"[""Van/Minivan""]"
1996,Chevrolet,G-Series G30,"[""Van/Minivan""]"
1996,Chevrolet,Impala,"[""Sedan""]"
1996,Chevrolet,Lumina,"[""Sedan""]"
1996,Chevrolet,Lumina Cargo,"[""Van/Minivan""]"
1996,Chevrolet,Lumina Passenger,"[""Van/Minivan""]"
1996,Chevrolet,Monte Carlo,"[""Coupe""]"
1996,Chevrolet,S10 Extended Cab,"[""Pickup""]"
1996,Chevrolet,S10 Regular Cab,"[""Pickup""]"
1996,Chevrolet,Sportvan G30,"[""Van/Minivan""]"
1996,Chevrolet,Suburban 1500,"[""SUV""]"
1996,Chevrolet,Suburban 2500,"[""SUV""]"
1996,Chevrolet,Tahoe,"[""SUV""]"
1996,Chrysler,Cirrus,"[""Sedan""]"
1996,Chrysler,Concorde,"[""Sedan""]"
1996,Chrysler,LHS,"[""Sedan""]"
1996,Chrysler,New Yorker,"[""Sedan""]"
1996,Chrysler,Sebring,"[""Coupe"", ""Convertible""]"
1996,Chrysler,Town & Country,"[""Van/Minivan""]"
1996,Dodge,Avenger,"[""Coupe""]"
1996,Dodge,Caravan Passenger,"[""Van/Minivan""]"
1996,Dodge,Dakota Club Cab,"[""Pickup""]"
1996,Dodge,Dakota Regular Cab,"[""Pickup""]"
1996,Dodge,Grand Caravan Passenger,"[""Van/Minivan""]"
1996,Dodge,Intrepid,"[""Sedan""]"
1996,Dodge,Neon,"[""Sedan"", ""Coupe""]"
1996,Dodge,Ram 1500 Club Cab,"[""Pickup""]"
1996,Dodge,Ram 1500 Regular Cab,"[""Pickup""]"
1996,Dodge,Ram 2500 Club Cab,"[""Pickup""]"
1996,Dodge,Ram 2500 Regular Cab,"[""Pickup""]"
1996,Dodge,Ram 3500 Club Cab,"[""Pickup""]"
1996,Dodge,Ram 3500 Regular Cab,"[""Pickup""]"
1996,Dodge,Ram Van 1500,"[""Van/Minivan""]"
1996,Dodge,Ram Van 2500,"[""Van/Minivan""]"
1996,Dodge,Ram Van 3500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 1500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 2500,"[""Van/Minivan""]"
1996,Dodge,Ram Wagon 3500,"[""Van/Minivan""]"
1996,Dodge,Stealth,"[""Hatchback""]"
1996,Dodge,Stratus,"[""Sedan""]"
1996,Dodge,Viper,"[""Coupe"", ""Convertible""]"
1996,Eagle,Summit,"[""Sedan"", ""Coupe"", ""Wagon""]"
1996,Eagle,Talon,"[""Hatchback""]"
1996,Eagle,Vision,"[""Sedan""]"
1996,Ford,Aerostar Cargo,"[""Van/Minivan""]"
1996,Ford,Aerostar Passenger,"[""Van/Minivan""]"
1996,Ford,Aspire,"[""Hatchback""]"
1996,Ford,Bronco,"[""SUV""]"
1996,Ford,Club Wagon,"[""Van/Minivan""]"
1996,Ford,Contour,"[""Sedan""]"
1996,Ford,Crown Victoria,"[""Sedan""]"
1996,Ford,Econoline E150 Cargo,"[""Van/Minivan""]"
1996,Ford,Econoline E250 Cargo,"[""Van/Minivan""]"
1996,Ford,Econoline E350 Cargo,"[""Van/Minivan""]"
1996,Ford,Escort,"[""Hatchback"", ""Sedan"", ""Wagon""]"
1996,Ford,Explorer,"[""SUV""]"
1996,Ford,F150 Regular Cab,"[""Pickup""]"
1996,Ford,F150 Super Cab,"[""Pickup""]"
1996,Ford,F250 Crew Cab,"[""Pickup""]"
1996,Ford,F250 Regular Cab,"[""Pickup""]"
1996,Ford,F250 Super Cab,"[""Pickup""]"
1996,Ford,F350 Crew Cab,"[""Pickup""]"
1996,Ford,F350 Regular Cab,"[""Pickup""]"
1996,Ford,F350 Super Cab,"[""Pickup""]"
1996,Ford,Mustang,"[""Coupe"", ""Convertible""]"
1996,Ford,Probe,"[""Hatchback""]"
1996,Ford,Ranger Regular Cab,"[""Pickup""]"
1996,Ford,Ranger Super Cab,"[""Pickup""]"
1996,Ford,Taurus,"[""Sedan"", ""Wagon""]"
1996,Ford,Thunderbird,"[""Coupe""]"
1996,Ford,Windstar Cargo,"[""Van/Minivan""]"
1996,Ford,Windstar Passenger,"[""Van/Minivan""]"
1996,Geo,Metro,"[""Hatchback"", ""Sedan""]"
1996,Geo,Prizm,"[""Sedan""]"
1996,Geo,Tracker,"[""SUV""]"
1996,GMC,1500 Club Coupe,"[""Pickup""]"
1996,GMC,1500 Regular Cab,"[""Pickup""]"
1996,GMC,2500 Club Coupe,"[""Pickup""]"
1996,GMC,2500 Regular Cab,"[""Pickup""]"
1996,GMC,3500 Club Coupe,"[""Pickup""]"
1996,GMC,3500 Crew Cab,"[""Pickup""]"
1996,GMC,3500 Regular Cab,"[""Pickup""]"
1996,GMC,Jimmy,"[""SUV""]"
1996,GMC,Rally Wagon G3500,"[""Van/Minivan""]"
1996,GMC,Safari Cargo,"[""Van/Minivan""]"
1996,GMC,Safari Passenger,"[""Van/Minivan""]"
1996,GMC,Savana 1500 Cargo,"[""Van/Minivan""]"
1996,GMC,Savana 1500 Passenger,"[""Van/Minivan""]"
1996,GMC,Savana 2500 Cargo,"[""Van/Minivan""]"
1996,GMC,Savana 2500 Passenger,"[""Van/Minivan""]"
1996,GMC,Savana 3500 Cargo,"[""Van/Minivan""]"
1996,GMC,Savana 3500 Passenger,"[""Van/Minivan""]"
1996,GMC,Sonoma Club Coupe Cab,"[""Pickup""]"
1996,GMC,Sonoma Regular Cab,"[""Pickup""]"
1996,GMC,Suburban 1500,"[""SUV""]"
1996,GMC,Suburban 2500,"[""SUV""]"
1996,GMC,Vandura G3500,"[""Van/Minivan""]"
1996,GMC,Yukon,"[""SUV""]"
1996,Honda,Accord,"[""Sedan"", ""Wagon"", ""Coupe""]"
1996,Honda,Civic,"[""Sedan"", ""Coupe"", ""Hatchback""]"
1996,Honda,del Sol,"[""Coupe""]"
1996,Honda,Odyssey,"[""Van/Minivan""]"
1996,Honda,Passport,"[""SUV""]"
1996,Honda,Prelude,"[""Coupe""]"
1996,HUMMER,H1,"[""SUV"", ""Wagon""]"
1996,Hyundai,Accent,"[""Hatchback"", ""Sedan""]"
1996,Hyundai,Elantra,"[""Sedan"", ""Wagon""]"
1996,Hyundai,Sonata,"[""Sedan""]"
1996,INFINITI,G,"[""Sedan""]"
1996,INFINITI,I,"[""Sedan""]"
1996,INFINITI,J,"[""Sedan""]"
1996,INFINITI,Q,"[""Sedan""]"
