year,make,model,body_styles
2007,Acura,MDX,"[""SUV""]"
2007,Acura,RDX,"[""SUV""]"
2007,Acura,RL,"[""Sedan""]"
2007,Acura,TL,"[""Sedan""]"
2007,Acura,TSX,"[""Sedan""]"
2007,Aston Martin,DB9,"[""Convertible"", ""Coupe""]"
2007,Aston Martin,Vantage,"[""Convertible"", ""Coupe""]"
2007,Audi,A3,"[""Wagon""]"
2007,Audi,A4,"[""Sedan"", ""Wagon"", ""Convertible""]"
2007,Audi,A6,"[""Sedan"", ""Wagon""]"
2007,Audi,A8,"[""Sedan""]"
2007,Audi,Q7,"[""SUV""]"
2007,Audi,RS 4,"[""Sedan""]"
2007,Audi,S4,"[""Sedan"", ""Wagon"", ""Convertible""]"
2007,Audi,S6,"[""Sedan""]"
2007,Audi,S8,"[""Sedan""]"
2007,Bentley,Arnage,"[""Sedan""]"
2007,Bentley,Azure,"[""Convertible""]"
2007,Bentley,Continental,"[""Sedan"", ""Coupe"", ""Convertible""]"
2007,BMW,3 Series,"[""Coupe"", ""Sedan"", ""Convertible"", ""Wagon""]"
2007,BMW,5 Series,"[""Sedan"", ""Wagon""]"
2007,BMW,6 Series,"[""Coupe"", ""Convertible""]"
2007,BMW,7 Series,"[""Sedan""]"
2007,BMW,Alpina B7,"[""Sedan""]"
2007,BMW,M5,"[""Sedan""]"
2007,BMW,M6,"[""Coupe"", ""Convertible""]"
2007,BMW,X3,"[""SUV""]"
2007,BMW,X5,"[""SUV""]"
2007,BMW,Z4,"[""Convertible"", ""Coupe""]"
2007,BMW,Z4 M,"[""Coupe"", ""Convertible""]"
2007,Buick,LaCrosse,"[""Sedan""]"
2007,Buick,Lucerne,"[""Sedan""]"
2007,Buick,Rainier,"[""SUV""]"
2007,Buick,Rendezvous,"[""SUV""]"
2007,Buick,Terraza,"[""Van/Minivan""]"
2007,Cadillac,CTS,"[""Sedan""]"
2007,Cadillac,DTS,"[""Sedan""]"
2007,Cadillac,Escalade,"[""SUV""]"
2007,Cadillac,Escalade ESV,"[""SUV""]"
2007,Cadillac,Escalade EXT,"[""Pickup""]"
2007,Cadillac,SRX,"[""SUV""]"
2007,Cadillac,STS,"[""Sedan""]"
2007,Cadillac,XLR,"[""Convertible""]"
2007,Chevrolet,Avalanche,"[""Pickup""]"
2007,Chevrolet,Aveo,"[""Sedan"", ""Hatchback""]"
2007,Chevrolet,Cobalt,"[""Sedan"", ""Coupe""]"
2007,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2007,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2007,Chevrolet,Colorado Regular Cab,"[""Pickup""]"
2007,Chevrolet,Corvette,"[""Coupe"", ""Convertible""]"
2007,Chevrolet,Equinox,"[""SUV""]"
2007,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2007,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2007,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2007,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2007,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2007,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2007,Chevrolet,HHR,"[""Wagon""]"
2007,Chevrolet,Impala,"[""Sedan""]"
2007,Chevrolet,Malibu,"[""Sedan"", ""Hatchback""]"
2007,Chevrolet,Monte Carlo,"[""Coupe""]"
2007,Chevrolet,Silverado (Classic) 1500 Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 1500 Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 1500 HD Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 1500 Regular Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 2500 HD Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 2500 HD Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 2500 HD Regular Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 3500 Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 3500 Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado (Classic) 3500 Regular Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 3500 HD Extended Cab,"[""Pickup""]"
2007,Chevrolet,Silverado 3500 HD Regular Cab,"[""Pickup""]"
2007,Chevrolet,Suburban 1500,"[""SUV""]"
2007,Chevrolet,Suburban 2500,"[""SUV""]"
2007,Chevrolet,Tahoe,"[""SUV""]"
2007,Chevrolet,TrailBlazer,"[""SUV""]"
2007,Chevrolet,Uplander Cargo,"[""Van/Minivan""]"
2007,Chevrolet,Uplander Passenger,"[""Van/Minivan""]"
2007,Chrysler,300,"[""Sedan""]"
