year,make,model,body_styles
2005,Acura,MDX,"[""SUV""]"
2005,Acura,NSX,"[""Coupe""]"
2005,Acura,RL,"[""Sedan""]"
2005,Acura,RSX,"[""Coupe""]"
2005,Acura,TL,"[""Sedan""]"
2005,Acura,TSX,"[""Sedan""]"
2005,Aston Martin,DB9,"[""Convertible"", ""Coupe""]"
2005,Aston Martin,Vanquish S,"[""Coupe""]"
2005,Audi,A4,"[""Convertible"", ""Wagon"", ""Sedan""]"
2005,Audi,A4 (2005.5),"[""Sedan"", ""Wagon""]"
2005,Audi,A6,"[""Sedan""]"
2005,Audi,A8,"[""Sedan""]"
2005,Audi,allroad,"[""Wagon""]"
2005,Audi,S4,"[""Convertible"", ""Wagon"", ""Sedan""]"
2005,Audi,S4 (2005.5),"[""Sedan"", ""Wagon""]"
2005,Audi,TT,"[""Coupe"", ""Convertible""]"
2005,Bentley,Arnage,"[""Sedan""]"
2005,Bentley,Continental,"[""Coupe"", ""Sedan""]"
2005,BMW,3 Series,"[""Sedan"", ""Coupe"", ""Convertible"", ""Wagon""]"
2005,BMW,5 Series,"[""Sedan""]"
2005,BMW,6 Series,"[""Coupe"", ""Convertible""]"
2005,BMW,7 Series,"[""Sedan""]"
2005,BMW,M3,"[""Coupe"", ""Convertible""]"
2005,BMW,X3,"[""SUV""]"
2005,BMW,X5,"[""SUV""]"
2005,BMW,Z4,"[""Convertible""]"
2005,Buick,Century,"[""Sedan""]"
2005,Buick,LaCrosse,"[""Sedan""]"
2005,Buick,LeSabre,"[""Sedan""]"
2005,Buick,Park Avenue,"[""Sedan""]"
2005,Buick,Rainier,"[""SUV""]"
2005,Buick,Rendezvous,"[""SUV""]"
2005,Buick,Terraza,"[""Van/Minivan""]"
2005,Cadillac,CTS,"[""Sedan""]"
2005,Cadillac,DeVille,"[""Sedan""]"
2005,Cadillac,Escalade,"[""SUV""]"
2005,Cadillac,Escalade ESV,"[""SUV""]"
2005,Cadillac,Escalade EXT,"[""Pickup""]"
2005,Cadillac,SRX,"[""SUV""]"
2005,Cadillac,STS,"[""Sedan""]"
2005,Cadillac,XLR,"[""Convertible""]"
2005,Chevrolet,Astro Cargo,"[""Van/Minivan""]"
2005,Chevrolet,Astro Passenger,"[""Van/Minivan""]"
2005,Chevrolet,Avalanche 1500,"[""Pickup""]"
2005,Chevrolet,Avalanche 2500,"[""Pickup""]"
2005,Chevrolet,Aveo,"[""Sedan"", ""Hatchback""]"
2005,Chevrolet,Blazer,"[""SUV""]"
2005,Chevrolet,Cavalier,"[""Sedan"", ""Coupe""]"
2005,Chevrolet,Classic,"[""Sedan""]"
2005,Chevrolet,Cobalt,"[""Sedan"", ""Coupe""]"
2005,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2005,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2005,Chevrolet,Colorado Regular Cab,"[""Pickup""]"
2005,Chevrolet,Corvette,"[""Coupe"", ""Convertible""]"
2005,Chevrolet,Equinox,"[""SUV""]"
2005,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2005,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2005,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2005,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2005,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2005,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2005,Chevrolet,Impala,"[""Sedan""]"
2005,Chevrolet,Malibu,"[""Sedan"", ""Hatchback""]"
2005,Chevrolet,Monte Carlo,"[""Coupe""]"
2005,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]"
2005,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
2005,Chevrolet,Silverado 1500 HD Crew Cab,"[""Pickup""]"
2005,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2005,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2005,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
