year,make,model,body_styles
2008,Acura,MDX,"[""SUV""]"
2008,Acura,RDX,"[""SUV""]"
2008,Acura,RL,"[""Sedan""]"
2008,Acura,TL,"[""Sedan""]"
2008,Acura,TSX,"[""Sedan""]"
2008,Aston Martin,DB9,"[""Convertible"", ""Coupe""]"
2008,Aston Martin,DBS,"[""Coupe""]"
2008,Aston Martin,Vantage,"[""Coupe"", ""Convertible""]"
2008,Audi,A3,"[""Wagon""]"
2008,Audi,A4,"[""Convertible"", ""Sedan"", ""Wagon""]"
2008,Audi,A5,"[""Coupe""]"
2008,Audi,A6,"[""Sedan"", ""Wagon""]"
2008,Audi,A8,"[""Sedan""]"
2008,Audi,Q7,"[""SUV""]"
2008,Audi,R8,"[""Coupe""]"
2008,Audi,RS 4,"[""Sedan"", ""Convertible""]"
2008,Audi,S4,"[""Sedan"", ""Wagon"", ""Convertible""]"
2008,Audi,S5,"[""Coupe""]"
2008,Audi,S6,"[""Sedan""]"
2008,Audi,S8,"[""Sedan""]"
2008,Audi,TT,"[""Convertible"", ""Coupe""]"
2008,Bentley,Arnage,"[""Sedan""]"
2008,Bentley,Azure,"[""Convertible""]"
2008,Bentley,Continental,"[""Sedan"", ""Coupe"", ""Convertible""]"
2008,BMW,1 Series,"[""Coupe"", ""Convertible""]"
2008,BMW,3 Series,"[""Sedan"", ""Coupe"", ""Wagon"", ""Convertible""]"
2008,BMW,5 Series,"[""Sedan"", ""Wagon""]"
2008,BMW,6 Series,"[""Convertible"", ""Coupe""]"
2008,BMW,7 Series,"[""Sedan""]"
2008,BMW,Alpina B7,"[""Sedan""]"
2008,BMW,M3,"[""Coupe"", ""Sedan"", ""Convertible""]"
2008,BMW,M5,"[""Sedan""]"
2008,BMW,M6,"[""Coupe"", ""Convertible""]"
2008,BMW,X3,"[""SUV""]"
2008,BMW,X5,"[""SUV""]"
2008,BMW,X6,"[""SUV""]"
2008,BMW,Z4,"[""Convertible"", ""Coupe""]"
2008,BMW,Z4 M,"[""Coupe"", ""Convertible""]"
2008,Buick,Enclave,"[""SUV""]"
2008,Buick,LaCrosse,"[""Sedan""]"
2008,Buick,Lucerne,"[""Sedan""]"
2008,Cadillac,CTS,"[""Sedan""]"
2008,Cadillac,DTS,"[""Sedan""]"
2008,Cadillac,Escalade,"[""SUV""]"
2008,Cadillac,Escalade ESV,"[""SUV""]"
2008,Cadillac,Escalade EXT,"[""Pickup""]"
2008,Cadillac,SRX,"[""SUV""]"
2008,Cadillac,STS,"[""Sedan""]"
2008,Cadillac,XLR,"[""Convertible""]"
2008,Chevrolet,Avalanche,"[""SUV""]"
2008,Chevrolet,Aveo,"[""Hatchback"", ""Sedan""]"
2008,Chevrolet,Cobalt,"[""Sedan"", ""Coupe""]"
2008,Chevrolet,Colorado Crew Cab,"[""Pickup""]"
2008,Chevrolet,Colorado Extended Cab,"[""Pickup""]"
2008,Chevrolet,Colorado Regular Cab,"[""Pickup""]"
2008,Chevrolet,Corvette,"[""Convertible"", ""Coupe""]"
2008,Chevrolet,Equinox,"[""SUV""]"
2008,Chevrolet,Express 1500 Cargo,"[""Van/Minivan""]"
2008,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]"
2008,Chevrolet,Express 2500 Cargo,"[""Van/Minivan""]"
2008,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]"
2008,Chevrolet,Express 3500 Cargo,"[""Van/Minivan""]"
2008,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]"
2008,Chevrolet,HHR,"[""Wagon""]"
2008,Chevrolet,Impala,"[""Sedan""]"
2008,Chevrolet,Malibu,"[""Sedan""]"
2008,Chevrolet,Malibu (Classic),"[""Sedan""]"
2008,Chevrolet,Silverado 1500 Crew Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 1500 Extended Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 1500 Regular Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 2500 HD Crew Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 2500 HD Extended Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 2500 HD Regular Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 3500 HD Crew Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 3500 HD Extended Cab,"[""Pickup""]"
2008,Chevrolet,Silverado 3500 HD Regular Cab,"[""Pickup""]"
2008,Chevrolet,Suburban 1500,"[""SUV""]"
2008,Chevrolet,Suburban 2500,"[""SUV""]"
2008,Chevrolet,Tahoe,"[""SUV""]"
2008,Chevrolet,TrailBlazer,"[""SUV""]"
2008,Chevrolet,Uplander Cargo,"[""Van/Minivan""]"
2008,Chevrolet,Uplander Passenger,"[""Van/Minivan""]"
2008,Chrysler,300,"[""Sedan""]"
2008,Chrysler,Aspen,"[""SUV""]"
2008,Chrysler,Crossfire,"[""Coupe"", ""Convertible""]"
2008,Chrysler,Pacifica,"[""Wagon""]"
2008,Chrysler,PT Cruiser,"[""Wagon"", ""Convertible""]"
2008,Chrysler,Sebring,"[""Sedan"", ""Convertible""]"
2008,Chrysler,Town & Country,"[""Van/Minivan""]"
2008,Dodge,Avenger,"[""Sedan""]"
2008,Dodge,Caliber,"[""Wagon""]"
2008,Dodge,Challenger,"[""Coupe""]"
2008,Dodge,Charger,"[""Sedan""]"
2008,Dodge,Dakota Crew Cab,"[""Pickup""]"
2008,Dodge,Dakota Extended Cab,"[""Pickup""]"
2008,Dodge,Durango,"[""SUV""]"
2008,Dodge,Grand Caravan Cargo,"[""Van/Minivan""]"
2008,Dodge,Grand Caravan Passenger,"[""Van/Minivan""]"
2008,Dodge,Magnum,"[""Wagon""]"
2008,Dodge,Nitro,"[""SUV""]"
2008,Dodge,Ram 1500 Mega Cab,"[""Pickup""]"
2008,Dodge,Ram 1500 Quad Cab,"[""Pickup""]"
2008,Dodge,Ram 1500 Regular Cab,"[""Pickup""]"
2008,Dodge,Ram 2500 Mega Cab,"[""Pickup""]"
2008,Dodge,Ram 2500 Quad Cab,"[""Pickup""]"
2008,Dodge,Ram 2500 Regular Cab,"[""Pickup""]"
2008,Dodge,Ram 3500 Mega Cab,"[""Pickup""]"
